,date,title,article,url,thumbnail,author
0,2022-05-10,Novo Nordisk and Flagship Pioneering announce a strategic collaboration to create a portfolio of transformational medicines,"Pioneering Medicines and Novo Nordisk Bio Innovation Hub will leverage Flagship Pioneering’s bioplatform companies to create a portfolio of research programmes within cardiometabolic and rare diseases Bagsværd, Denmark and Cambridge, MA, 10 May 2022 – Flagship Pioneering and Novo Nordisk A/S today announced a collaboration to create a portfolio of novel research programmes to develop transformational medicines. The companies will explore opportunities to apply Flagship’s innovative bioplatforms - an ecosystem that currently comprises 41 companies - to scientific challenges in disease areas within cardiometabolic and rare diseases and initiate research programmes based on these. This is a novel approach to collaboration, between companies providing extensive access to innovation, leveraging the technology platforms of multiple biotech companies to create a portfolio of medicines across several disease areas. “We are excited about this new agreement which will give Novo Nordisk access to Flagships’ large and diverse portfolio of companies, representing a wide variety of novel cutting-edge technologies and therapeutic modalities,” said Marcus Schindler, PhD, professor, executive vice president and chief scientific officer of Novo Nordisk. “This is a new and innovative way of collaborating, which combines the strength of Flagship Pioneering’s bioplatforms with Novo Nordisk’s cardiometabolic and rare disease expertise.” Novo Nordisk will provide funding for initiated research programmes and have an exclusive option to license each program. The ambition is to initiate three to five research programs within the first three years of the collaboration. “We enter into this collaboration with Novo Nordisk with a shared vision of creating transformational medicines in disease areas where there continue to be significant needs,” said Paul Biondi, president, Pioneering Medicines and executive partner, Flagship Pioneering. “This strategic partnership demonstrates the unique advantages of our Pioneering Medicines model in which we bring together complementary capabilities and expertise from multiple companies to deliver life-changing medicines to patients.” Through the collaboration, Flagship’s Pioneering Medicines and the Novo Nordisk Bio Innovation Hub will jointly select the most promising product concepts and conduct research programmes. Pioneering Medicines is a strategic initiative within Flagship Pioneering that is dedicated to conceiving and developing a broad portfolio of life-changing treatments by leveraging and expanding the use of Flagship’s innovations. The Novo Nordisk Bio Innovation Hub is a cross-functional R&D team within Novo Nordisk based in Cambridge, Massachusetts, with an ambition to establish and drive an externally anchored portfolio of co-created breakthrough therapeutic concepts and technologies and delivery projects. The Bio Innovation Hub, together with the recently acquired Dicerna Pharmaceuticals Inc. in Lexington, Massachusetts, are two of four transformational research units (TRUs) in the Novo Nordisk R&D organisation. About Flagship Pioneering Flagship Pioneering conceives, creates, resources, and develops first-in-category bioplatform companies to transform human health and sustainability. Since its launch in 2000, the firm has, through its Flagship Labs unit, applied its unique hypothesis-driven innovation process to originate and foster more than 100 scientific ventures, resulting in more than $100 billion in aggregate value. To date, Flagship has deployed over $2.9 billion in capital toward the founding and growth of its pioneering companies alongside more than $19 billion of follow-on investments from other institutions. The current Flagship ecosystem comprises 41 transformative companies, including Axcella Therapeutics (Nasdaq: AXLA), Codiak Biosciences (Nasdaq: CDAK) Denali Therapeutics (Nasdaq: DNLI), Evelo Biosciences (Nasdaq: EVLO), Foghorn Therapeutics (Nasdaq: FHTX), Indigo Ag, Moderna (Nasdaq: MRNA), Omega Therapeutics (Nasdaq: OMGA), Rubius Therapeutics (Nasdaq: RUBY), Sana Biotechnology (Nasdaq: SANA), Seres Therapeutics (Nasdaq: MCRB), and Sigilon Therapeutics (Nasdaq: SGTX). About Novo NordiskNovo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines, and working to prevent and ultimately cure disease. Novo Nordisk employs about 49,300 people in 80 countries and markets its products in around 170 countries. For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn and YouTube. Further information   Attachment ",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=114563,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
1,2022-05-06,Novo Nordisk A/S:,"Novo Nordisk – major shareholder announcement Bagsværd, Denmark, 6 May 2022 – Novo Nordisk today announced that the company has been notified by BlackRock, Inc. (Blackrock) that Blackrock as of 29 April 2022 holds B shares equal to 5.06% of the entire share capital of Novo Nordisk. The announcement is in accordance with section 30 of the Danish Capital Markets Act. The total B shares according to section 38 of the Danish Capital Markets Act, and other financial instruments according to section 39(2)(1) of the Danish Capital Markets Act and financial instruments with similar effects according to section 39(2)(2) of the Danish Capital Markets Act held by Blackrock correspond to 5.07% of the entire share capital and below 5% of the voting rights. For a full chain of controlled undertakings through which the voting rights and/or the financial instruments are held, please see the annex. About Novo NordiskNovo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines and working to prevent and ultimately cure disease. Novo Nordisk employs about 49,300 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). or more information, visit novonordisk.com, Facebook, Twitter, LinkedIn and YouTube. Further information Company announcement No 44 /2022 Annex:   Full chain of controlled undertakings starting with the ultimate controlling natural person or legal entity as of 3 May 2022  Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=114095,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
2,2022-05-02,Novo Nordisk – major shareholder announcement,"Bagsværd, Denmark, 2 May 2022 – Novo Nordisk today announced that the company has been notified by BlackRock, Inc. (Blackrock) as follows: Blackrock holds as of 25 April 2022 B shares equal to 4.99% of the entire share capital of Novo Nordisk. The total B shares according to section 38 of the Danish Capital Markets Act, and other financial instruments according to section 39(2)(1) of the Danish Capital Markets Act and financial instruments with similar effects according to section 39(2)(2) of the Danish Capital Markets Act held by Blackrock correspond to 5.00% of the entire share capital and below 5% of the voting rights. Blackrock holds as of 26 April 2022 B shares equal to below 5% of the entire share capital of Novo Nordisk. The total B shares according to section 38 of the Danish Capital Markets Act, and other financial instruments according to section 39(2)(1) of the Danish Capital Markets Act and financial instruments with similar effects according to section 39(2)(2) of the Danish Capital Markets Act held by Blackrock correspond to below 5% of the entire share capital and below 5% of the voting rights. Blackrock holds as of 27 April 2022 B shares equal to 4.99% of the entire share capital of Novo Nordisk. The total B shares according to section 38 of the Danish Capital Markets Act, and other financial instruments according to section 39(2)(1) of the Danish Capital Markets Act and financial instruments with similar effects according to section 39(2)(2) of the Danish Capital Markets Act held by Blackrock correspond to 5.00% of the entire share capital and below 5% of the voting rights. The announcement is in accordance with section 30 of the Danish Capital Markets Act. For a full chain of controlled undertakings through which the voting rights and/or the financial instruments are held, please see the annexes. About Novo NordiskNovo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines and working to prevent and ultimately cure disease. Novo Nordisk employs about 49,300 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). or more information, visit novonordisk.com, Facebook, Twitter, LinkedIn and YouTube. Further information Company announcement No 37 / 2022 Annex 1: Full chain of controlled undertakings starting with the ultimate controlling natural person or legal entity as of 25 April 2022 Annex 2: Full chain of controlled undertakings starting with the ultimate controlling natural person or legal entity as of 26 April 2022 Annex 3: Full chain of controlled undertakings starting with the ultimate controlling natural person or legal entity as of 27 April 2022  Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=113465,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
3,2022-04-29,Novo Nordisk A/S – Total number of voting rights and share capital in Novo Nordisk A/S as of 29 April 2022,"Bagsværd, Denmark, 29 April 2022 – In accordance with Section 32 of the Danish Capital Markets Act, Novo Nordisk A/S is required to publish the total number of voting rights and the size of the share capital in Novo Nordisk A/S as per the end of a month where changes therein have occurred. Referring to Company Announcement no 31/2022 dated 27 April 2022, please find below a statement regarding the total number of voting rights and share capital in Novo Nordisk A/S as per 29 April 2022. 1 Each A share of DKK 0.01 carries 10 votes, whereas each B share of DKK 0.01 carries one vote. Thus, each A share of DKK 0.20 carries 200 votes and each B share of DKK 0.20 (the present denomination of the company's shares) carries 20 votes. Treasury shares are included in the table above but voting rights of treasury shares are suspended at the general meetings of Novo Nordisk A/S. Novo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines, and working to prevent and ultimately cure disease. Novo Nordisk employs about 47,800 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn, and YouTube. Further information Company announcement No 35 / 2022 Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=112996,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
4,2022-04-29,Novo Nordisk's sales increased by 24% in Danish kroner and by 18% at constant exchange rates to DKK 42.0 billion in the first three months of 2022,"Financial report for the period 1 January 2022 to 31 March 2022 * CER: Constant exchange rates (average 2021). Lars Fruergaard Jørgensen, president and CEO: ""We are very pleased with the sales growth in the first three months of 2022 which is driven by increasing demand for our GLP-1-based treatments. The sales momentum has enabled us to raise our outlook for the full year. Within R&D, we are encouraged by the first phase 3 trial with once-weekly insulin icodec showing the potential to reduce the number of injections and improve quality of life for people needing insulin treatment as well as the progress with our late-stage pipeline in Rare disease."" On 29 April 2022 at 13.00 CEST, corresponding to 07.00 am EDT, an earnings call will be held. Investors will be able to listen in via a link on novonordisk.com, which can be found under ‘Investors’. About Novo Nordisk Novo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines and working to prevent and ultimately cure disease. Novo Nordisk employs about 49,300 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn, YouTube.  Further information about Novo Nordisk is available on novonordisk.com.  Company announcement No 33 / 2022 Attachment ",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=112995,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
5,2022-04-29,Novo Nordisk's sales increased by 24% in Danish kroner and by 18% at constant exchange rates to DKK 42.0 billion in the first three months of 2022,"Financial report for the period 1 January 2022 to 31 March 2022 * CER: Constant exchange rates (average 2021). Lars Fruergaard Jørgensen, president and CEO: ""We are very pleased with the sales growth in the first three months of 2022 which is driven by increasing demand for our GLP-1-based treatments. The sales momentum has enabled us to raise our outlook for the full year. Within R&D, we are encouraged by the first phase 3 trial with once-weekly insulin icodec showing the potential to reduce the number of injections and improve quality of life for people needing insulin treatment as well as the progress with our late-stage pipeline in Rare disease."" On 29 April 2022 at 13.00 CEST, corresponding to 07.00 am EDT, an earnings call will be held. Investors will be able to listen in via a link on novonordisk.com, which can be found under ‘Investors’. About Novo Nordisk Novo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines and working to prevent and ultimately cure disease. Novo Nordisk employs about 49,300 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn, YouTube.  Further information about Novo Nordisk is available on novonordisk.com.  Company announcement No 34 / 2022 Attachment ",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=112994,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
6,2022-04-28,Once-weekly insulin icodec demonstrates superior reduction in HbA1c vs insulin degludec in people with type 2 diabetes in ONWARDS 2 phase 3a trial,"Bagsværd, Denmark, 28 April 2022 – Novo Nordisk today announced headline results from the ONWARDS 2 trial, a phase 3a, 26-week efficacy and safety treat-to-target trial investigating once-weekly insulin icodec vs insulin degludec in 526 people with type 2 diabetes switching from daily insulin. The trial achieved its primary endpoint of demonstrating non-inferiority in reducing HbA1c at week 26 with insulin icodec compared to insulin degludec. From an overall baseline HbA1c of 8.13%, once-weekly insulin icodec achieved a superior reduction in estimated HbA1c of 0.93% compared to 0.71% for insulin degludec (estimated treatment difference: -0.22%). In the trial, there was no statistical difference in estimated hypoglycaemia rates, and no severe hypoglycaemia events were observed for people treated with insulin icodec. The rates of severe or clinically significant hypoglycaemia (blood glucose below 3 mmol/L) were 0.73 events per patient year exposed to once-weekly insulin icodec and 0.27 events per patient-year exposed to insulin degludec. In the trial, once-weekly insulin icodec appeared to have a safe and well-tolerated profile. “We are very pleased with the results seen in ONWARDS 2, and once-weekly insulin icodec is the first insulin to demonstrate the ability to reduce the number of yearly basal insulin injections from 365 to 52 in a phase 3 trial”, says Martin Holst Lange, executive vice president for Development at Novo Nordisk. “Novo Nordisk has for 100 years been committed to develop insulin treatment to improve glycaemic outcome and reduce the disease burden for people living with diabetes and we are excited to share additional results of the ONWARDS programme later this year.” About the ONWARDS clinical programmeThe ONWARDS clinical development programme for once-weekly insulin icodec currently comprises six phase 3a global clinical trials, including a trial with real-world elements, involving more than 4,000 adults with type 1 or type 2 diabetes. ONWARDS 1 is a 78-week trial comparing the efficacy and safety of once-weekly insulin icodec with once-daily insulin glargine U100 both in combination with non-insulin anti-diabetic treatment in 984 insulin-naïve people with type 2 diabetes. ONWARDS 3 is a 26-week trial comparing once-weekly insulin icodec with once-daily insulin degludec. The objective of the trial is to assess the efficacy and safety of insulin icodec in 588 insulin-naïve people with type 2 diabetes. ONWARDS 4 is a 26-week trial comparing once-weekly insulin icodec with once-daily insulin degludec, both in combination with mealtime insulin. The objective of the trial is to assess the efficacy and safety of insulin icodec in 582 people with type 2 diabetes treated with basal and bolus insulin. ONWARDS 5 is a 52-week trial comparing once-weekly insulin icodec with once-daily basal insulin. The objective of the trial is to assess the effectiveness and safety of insulin icodec, with an app providing dosing recommendation, in 1085 insulin-naïve people with type 2 diabetes in a clinical practice setting. ONWARDS 6 is a 52-week trial comparing once-weekly insulin icodec with once-daily insulin degludec, both in combination with mealtime insulin. The objective of the trial is to assess the efficacy and safety of insulin icodec in 583 people with type 1 diabetes. About Novo NordiskNovo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines, and working to prevent and ultimately cure disease. Novo Nordisk employs about 47,800 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn and YouTube Further information Company announcement No 32 / 2022  Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=112839,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
7,2022-04-27,Novo Nordisk A/S – Reduction of the share capital,"Bagsværd, Denmark, 27 April 2022 – At Novo Nordisk’s Annual General Meeting on 24 March 2022, it was decided to reduce the company’s B share capital from DKK 354,512,800 to DKK 348,512,800 by cancellation of part of the company’s portfolio of own B shares equal to a nominal value of DKK 6,000,000 divided into 30,000,000 B shares of DKK 0.20 each. Today, Novo Nordisk has registered the implementation of the reduction of the share capital with the Danish Business Authority and cancelled B shares at a nominal value of DKK 6,000,000. After the reduction of the share capital, the company’s share capital is nominally DKK 456,000,000, which is divided into an A share capital of nominally DKK 107,487,200 and a B share capital of nominally DKK 348,512,800. The reduction of the share capital will not affect Novo Nordisk’s share repurchase programme which will continue as previously announced. Novo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines, and working to prevent and ultimately cure disease. Novo Nordisk employs about 47,800 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn, and YouTube. Further information Company announcement No 31 /2022  Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=112683,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
8,2022-03-28,Ozempic® 2.0 mg approved in the US for the treatment of type 2 diabetes,"Bagsværd, Denmark, 28 March 2022 – Novo Nordisk today announced that the US Food and Drug Administration (FDA) has approved a 2.0 mg dose of Ozempic® (once-weekly semaglutide subcutaneous injection), a glucagon-like peptide-1 (GLP-1) analogue for the treatment of adults with type 2 diabetes. Ozempic® is now approved in the US at 0.5 mg,1.0 mg and 2.0 mg doses for the treatment of type 2 diabetes in adults. Further, Ozempic® is indicated to reduce the risk of major cardiovascular events such as heart attack, stroke or death in adults with type 2 diabetes and known heart disease. The FDA approval is based on the results from the SUSTAIN FORTE trial. In the trial, people treated with semaglutide 2.0 mg achieved a statistically significant and superior reduction in HbA1c at week 40 compared to semaglutide 1.0 mg. In the trial, both doses of semaglutide appeared to have a safe and well-tolerated profile. The most common adverse events were gastrointestinal. Compared to semaglutide 1.0 mg, the gastrointestinal adverse events were similar for semaglutide 2.0 mg. “We are pleased with the FDA approval for a higher 2.0 mg dose of Ozempic®, which further supports our purpose of driving change in diabetes care” said Martin Lange, executive vice president, Development at Novo Nordisk. “The approval of the 2.0 mg dose allows more people with type 2 diabetes to achieve and maintain individualised glycaemic targets and remain on the same medication for longer as their needs evolve.” Novo Nordisk expects to launch Ozempic® 2.0 mg in the United States in the second quarter of 2022. Ozempic® 2.0 mg is now approved in the US, the EU, Canada and Switzerland. About the SUSTAIN clinical programme The SUSTAIN clinical development programme for once-weekly subcutaneous semaglutide injection currently comprises 11 phase 3 global clinical trials, including a cardiovascular outcomes trial, involving more than 11,000 adults with type 2 diabetes. For more information about the SUSTAIN FORTE trial, please read the headline results here. About Novo NordiskNovo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines, and working to prevent and ultimately cure disease. Novo Nordisk employs about 47,800 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn and YouTube. Further information Company announcement No 27 / 2022  Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=108096,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
9,2022-03-24,Resolutions from the Annual General Meeting of Novo Nordisk A/S,"Bagsværd, Denmark, 24 March 2022 - Today, Novo Nordisk A/S held its Annual General Meeting. At the Annual General Meeting, Helge Lund, chair of the Board of Directors communicated: “Novo Nordisk made good progress in the past year and exceeded expectations with strong financial performance. We broadened our technology platforms and product pipeline to strengthen the basis for long-term growth, whilst investing significantly in expanding our future production capacity. Our long-standing aspiration of creating value for society is more relevant than ever, and we continue to serve more patients in need around the world in line with our purpose of driving change in diabetes and other serious chronic disease.” Resolutions adopted at the Annual General MeetingFinancial year 2021 and board remuneration Elections Shares and capital Other The meeting was held as a partially electronic meeting enabling shareholders to participate either in person or virtually. The shareholders had been encouraged to exercise their rights by submitting proxies or votes by correspondence in advance of the Annual General Meeting. Composition of the Board of Directors and its committeesIn February 2022, Novo Nordisk employees in Denmark elected four board members, Elisabeth Dahl Christensen, Liselotte Hyveled, Mette Bøjer Jensen and Thomas Rantzau for a period of four years following the Annual General Meeting 2022. After the Annual General Meeting, the Board of Directors held a board meeting to appoint members of its committees. The Board of Directors, including its committees, is now composed as follows: Novo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity and rare blood and endocrine disorders. We do so by pioneering scientific breakthroughs, expanding access to our medicines and working to prevent and ultimately cure disease. Novo Nordisk employs about 47,800 people in 80 countries and markets its products in around 170 countries. Novo Nordisk's B shares are listed on Nasdaq Copenhagen (Novo-B). Its ADRs are listed on the New York Stock Exchange (NVO). For more information, visit novonordisk.com, Facebook, Twitter, LinkedIn, YouTube. Further information Company announcement No 25 / 2022  Attachment",https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=107473,https://www.novonordisk.com/etc.clientlibs/nncorp/components/structure/page/clientlib/resources/favicon.ico,Novonordisk
