,date,title,article,url,thumbnail,author
0,06.02.2022,Russia says India approves one-shot Sputnik Light COVID vaccine,"India has given regulatory approval to Russia's one-shot Sputnik Light COVID-19 vaccine after it authorized Russia's main vaccine - the two-dose Sputnik V - last year, the Russian Direct Investment Fund said on Sunday.A view shows vials with the one-dose Sputnik Light vaccine against the coronavirus disease (COVID-19) in a vaccination centre at a city market in Moscow, Russia, June 30, 2021. REUTERS/Tatyana Makeyeva  MOSCOW, Feb 6 (Reuters) - India has given regulatory approval to Russia's one-shot Sputnik Light COVID-19 vaccine after it authorized Russia's main vaccine - the two-dose Sputnik V - last year, the Russian Direct Investment Fund said on Sunday.  Sputnik Light, the first component of the Sputnik V vaccine, can be used as a booster shot with other vaccines, RDIF said.  Head of the fund Kirill Dmitriev called Sputnik Light in a statement ""the solution to increase efficacy and duration of other vaccines, including against Omicron variant"".  RDIF struck deals with seven Indian pharmaceutical companies to make a total of 1 billion Sputnik doses both for export and for use in India. read more  Reporting by Andrew Osborn, writing by Maria Tsvetkova, editing by Alexander Smith and Catherine Evans",https://www.reuters.com/world/india/russia-says-india-approves-one-shot-sputnik-light-covid-vaccine-2022-02-06/,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
1,06.02.2022,Sputnik Light vaccine gets EUA in India,"Sputnik Light has been authorized in more than 30 countries with total population of over 2.5 billion people.Bempedoic Acid has a new mechanism of action compared to existing products. It is administered as a 180-mg dose, is approved by the US FDA and European Union for the treatment of hypercholesterolemia.",https://health.economictimes.indiatimes.com/news/policy/sputnik-light-vaccine-gets-eua-in-india/89393280,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
2,20.01.2022,"COVID-19: Sputnik V shows strong protection against Omicron compared to Pfizer vaccine, says Italy-Russia joint study","New Delhi [India], January 20 (ANI): Russia's COVID-19 vaccine Sputnik V has demonstrated strong protection against the Omicron variant of the virus compared to the Pfizer vaccine, according to a study conducted at the Spallanzani Institute in Italy in collaboration with investors in the Sputnik vaccine.New Delhi [India], January 20 (ANI): Russia's COVID-19 vaccine Sputnik V has demonstrated strong protection against the Omicron variant of the virus compared to the Pfizer vaccine, according to a study conducted at the Spallanzani Institute in Italy in collaboration with investors in the Sputnik vaccine.  As per the report, a comparative study shows that the Sputnik V coronavirus vaccine demonstrates more than two times higher titers of virus-neutralizing antibodies to Omicron variant than two doses of Pfizer vaccine (2.1 times higher in total and 2.6 times higher three months after vaccination).  ""The study demonstrates that Sputnik V neutralizes the Omicron variant by inducing robust antibody response associated with high levels of protection,"" reads the report.  ""The hard scientific data proves Sputnik V has higher virus-neutralizing activity against Omicron as compared to other vaccines and will play a major role in the global fight against this new contagious variant,"" said Alexander Gintsburg, Director, GamaleyaNational Research Center for Epidemiology and Microbiology, Russia.    The joint study claims that Sputnik V develops a wider pool of antibodies to different epitopes in contrast to Pfizer vaccine, which utilizes the spike protein in a proline-stabilized form directed mainly to the specific epitopes, which were highly affected by the mutations in the Omicron variant.  It also claims that Sputnik Light is a universal booster to other vaccines ""thanks to the optimal configuration of Sputnik vaccine's adenoviral platform which provides better protection against Omicron and other mutations as demonstrated in multiple studies.""  ""A 'mix & match' trial of a combination of Sputnik Light with vaccines produced by AstraZeneca, Sinopharm, Moderna and Cansino, conducted in 5 provinces in Argentina has demonstrated that Sputnik Light induces stronger antibody and T-cell response as compared to homologous regimen (two shots of the same vaccine),"" researcher claims.   ""Each 'vaccine cocktail' combination with Sputnik Light provided a higher antibody titer on the 14th day after administering a second dose when compared to original homogenous (same vaccine as first and second dose) regimens of each of the vaccines,"" they added.  The study was conducted by the Gamaleya National Research Center of Epidemiology and Microbiology (Gamaleya Center) and the Russian Direct Investment Fund (RDIF, Russia's sovereign wealth fund, investor in Sputnik V and Sputnik Light coronavirus vaccines) at the National Institute for Infectious Diseases Lazzaro Spallanzani (Italy) by a joint team of researchers of the Institute and the Gamaleya Center. (ANI)",https://www.aninews.in/news/national/general-news/covid-19-sputnik-v-shows-strong-protection-against-omicron-compared-to-pfizer-vaccine-says-italy-russia-joint-study20220120173735/,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
3,20.01.2022,"Sputnik V better than Comirnaty against Omicron, study says",,https://www.thepharmaletter.com/article/sputnik-v-better-than-comirnaty-against-omicron-study-says,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
4,25.12.2021,Laos becomes 20th country to authorise one-shot Sputnik Light vaccine,"Laos becomes 20th country to authorise one-shot Sputnik Light vaccine Asia News Network (ANN) is the leading regional alliance of news titles striving to bring the region closer, through an active sharing of editorial content on happenings in the region.VIENTIANE (Vientiane Times/ANN) — The Russian single-shot Sputnik Light vaccine against the coronavirus has been approved for use in Laos, the developer and backer of the jab have announced.  The Russian Direct Investment Fund (RDIF), Russia’s sovereign wealth fund) which markets the vaccine globally, announced on Tuesday that Laos was the 20th country to authorise Sputnik Light, the first component of the Sputnik V two-shot vaccine.   “Sputnik Light vaccine is based on human adenovirus serotype 26, which is the first component of the Sputnik V vaccine. In March 2021 the two-dose Sputnik V was also authorised in Laos. Both Sputnik Light and Sputnik V vaccines have been approved under the emergency use authorisation procedure,” RDIF stated. “One-shot Sputnik Light is a highly effective vaccine when used both on standalone basis and applied as a booster.  The latest findings by the Gamaleya Center based on data from 28,000 subjects in Moscow have demonstrated Sputnik Light vaccine administered standalone has 70 percent efficacy against infection from the Delta variant of coronavirus during the first three months after vaccination. The vaccine is 75 percent effective among subjects under the age of 60,” it added.  According to the RDIF, the efficacy of the one-shot Sputnik Light as a booster against the Delta variant for other vaccines will be close to the efficacy of the Sputnik V vaccine against the Delta variant – more than 83 percent against infection and more than 94 percent against hospitalisation. A one-shot vaccination regimen of Sputnik Light has a number of advantages, including ease of administering the vaccine, monitoring, and more flexible re-vaccination schedule when used as a booster.  Sputnik Light has demonstrated a superior efficacy compared with some two-shot vaccines, which have shown a major decline in efficacy against the Delta variant to less than 50 percent five months after injection. Standalone use of Sputnik Light also provides much higher efficacy against severe disease and hospitalisations.  Sputnik Light has been proven to be safe and highly effective by real-world vaccination data. In particular, the vaccine has demonstrated efficacy of between 78.6 percent and 83.7 percent among the elderly, as confirmed by the Ministry of Health of Argentina. Paraguay’s Ministry of Health also found Sputnik Light to be 93.5 percent effective during the country’s ongoing vaccination campaign.  The Sputnik V vaccine, developed by the Gamaleya National Research Institute of Epidemiology and Microbiology, was registered by the Ministry of Health of Russia and became the world’s first registered vaccine against the Coronavirus. Sputnik Light is the first component – recombinant human adenovirus serotype number 26 (rAd26) – of Sputnik V.  RDIF is working with partners and manufacturers around the world to ramp up the production of Sputnik vaccines, which can be stored at a temperature of +2 to +8 degrees Celsius, allowing for easy distribution worldwide.",https://asianews.network/laos-becomes-20th-country-to-authorise-one-shot-sputnik-light-vaccine/,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
5,25.11.2021,Sputnik V shows 80 long-term efficacy against COVID in San Marino from 6th through 8th month after administering the second dose,"(This story has not been edited by THE WEEK and is auto-generated from a PTI(Eds: Disclaimer: The following press release comes to you under an arrangement with PRNewswire. PTI takes no editorial responsibility for the same.)   MOSCOW, Nov. 24, 2021 /PRNewswire/ -- The Russian Direct Investment Fund (RDIF, Russia's sovereign wealth fund) announces the real-world data of the Ministry of Health of the Republic of San Marino on the Russian Sputnik V vaccine demonstrating it is 80% effective against coronavirus infection from 6th to 8th months after administering the second dose.    Efficacy of Sputnik V on 6-8 months is much higher than officially published efficacy of mRNA vaccines. Sputnik team believes that adenoviral vaccines provide for longer efficacy than mRNA vaccines due to longer antibody and T-cell response.    The data is based on the number of COVID infections in San Marino in November 2021. Efficacy was calculated based on data obtained from over 18,600 individuals fully vaccinated with Sputnik V not less than 5 months before November.    The hospitalization rate with COVID infection following vaccination with Sputnik V in San Marino was only 0.75 per 1,000 people during the entire mass vaccination in the country from February to November 2021. This rate is more than 2 times lower than that of any other vaccine used in the country.    Over 70% of the adult population of San Marino have been vaccinated with Sputnik V.    An article published in EClinicalMedicine (an open access clinical journal published by The Lancet, one of the world's most respected medical journals) in July demonstrated that the Russian vaccine has a high safety profile in San Marino. In particular, Sputnik V shows high tolerability profile in ≥60 age group with nearly all reported adverse events following immunization being mild or moderate and lasting less than 2 days.    Sputnik V pioneered the heterogeneous boosting approach (a ""vaccine cocktail"" using human adenovirus serotype 26 as the first component and human adenovirus serotype 5 as the second component). This approach was proven to be successful in creating a longer and more durable immunity against coronavirus. Sputnik team offered its booster shot (one-shot Sputnik Light vaccine) to other vaccines to lengthen and strengthen their immune response and took the lead in initiating partnerships around the world to conduct joint studies on the combination of Sputnik Light with vaccines of other producers.     PWR  PWR",https://www.theweek.in/wire-updates/business/2021/11/25/pwr3-the-russian-direct-invest-fund--rdif.html,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
6,25.11.2021,RDIF: Sputnik most efficient jab in study in Hungary,"The Russian Direct Investment Fund (RDIF) claimed in a statement on Thursday that its Sputnik V coronavirus vaccine was the most efficient jab in an independent study conducted in Hungary. The trial c...RDIF: Sputnik most efficient jab in study in Hungary  The Russian Direct Investment Fund (RDIF) claimed in a statement on Thursday that its Sputnik V coronavirus vaccine was the most efficient jab in an independent study conducted in Hungary.  The trial compared five vaccines, and also included jabs developed by AstraZeneca plc, Moderna Inc., Pfizer/BioNTech, and Sinopharm. According to RDIF's statement, the Russian shot has shown 98% efficacy in preventing hospitalization and death, while Moderna and Sputnik were the two best jabs in regard to their ability to prevent infections.  Earlier this week, Moscow approved the use of Sputnik V for children aged between 12 and 17.",https://www.teletrader.com/rdshf-sputnik-most-efficient-jab-in-study-in-hungary/news/details/56817681?ts=1637848509562,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
7,25.11.2021,Russia says Sputnik gives longer protection than Western coronavirus jabs,"No independent study has confirmed the claim. . Read more at straitstimes.com.MOSCOW (AFP) - The backers of Sputnik V on Wednesday (Nov 24) said the Russian vaccine provides longer immunity against coronavirus than Western jabs using messenger RNA (mRNA) technology.  The Russian Direct Investment Fund (RDIF), which supported the vaccine's development, said the Sputnik vaccine is 80 per cent effective against coronavirus between six and eight months after the second dose.  The country has recorded more than 9.4 million coronavirus cases, the fifth-highest number in the world, and more than 267,000 virus-related deaths, according to government figures.  ""Sputnik V efficacy is significantly higher than for Pfizer after six to eight months,"" RDIF head Kirill Dmitriev told reporters.  No independent study has confirmed the claim.  The fund said its data was based on the number of coronavirus infections in San Marino in November.  More than 70 per cent of the adult population in San Marino, a tiny republic surrounded by Italy, have been vaccinated with Sputnik.  ""Efficacy was calculated based on data obtained from over 18,600 individuals fully vaccinated with Sputnik V not less than five months before November,"" the RDIF said.  The Sputnik team attributed the success of its vaccine to a ""longer antibody and T-cell response"", referring to the blood components that form part of the human immune system.  Dmitriev said the long-term effectiveness of vaccines was ""the key to solve the pandemic"".  Denis Logunov, deputy director at the state-run Gamaleya Center that developed Sputnik, said the health ministry was to register the vaccine for adolescents aged 12-17.  Independent experts have accused the authorities of downplaying the severity of the epidemic.  President Vladimir Putin earlier on Wednesday made a new appeal to sceptical Russians to vaccinate themselves but remained opposed to mandatory vaccinations.  Despite his repeated pleas, only around 37 per cent of Russians are fully vaccinated. The country has in recent weeks seen more than 1,000 Covid-19 deaths a day.",https://www.straitstimes.com/world/europe/russia-says-sputnik-gives-longer-protection-than-western-coronavirus-jabs,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
8,25.11.2021,Russia says Sputnik gives longer protection than Western jabs,,https://www.philstar.com/lifestyle/health-and-family/2021/11/25/2143718/russia-says-sputnik-gives-longer-protection-western-jabs,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
9,03.11.2021,Sputnik Light produces strong level of antibodies against COVID-19 - early-stage trial,"Russia's one-dose Sputnik Light vaccine had a good safety profile and induced strong immune responses especially in people who had already encountered COVID-19, according to the results of phase I and II trials published in The Lancet Regional Health - Europe medical journal.A view shows vials with the one-dose Sputnik Light vaccine against the coronavirus disease (COVID-19) in a vaccination centre at a city market in Moscow, Russia, June 30, 2021. REUTERS/Tatyana Makeyeva  MOSCOW, Nov 3 (Reuters) - (This Nov. 3 story corrects first paragraph to include full title of journal The Lancet Regional Health - Europe, originally identified as The Lancet.)  Russia's one-dose Sputnik Light vaccine had a good safety profile and induced strong immune responses especially in people who had already encountered COVID-19, according to the results of phase I and II trials published in The Lancet Regional Health - Europe medical journal.  The vaccine, a single-dose version of the two-dose Sputnik V vaccine unveiled last year, has already entered later phases of studies and is widely used in Russia, but the publication of the early research in a top Western journal is a milestone as Russia moves towards making Sputnik Light its main vaccine for export.  Scientists from the vaccine's developer, the Gamaleya Institute, oversaw 110 volunteers aged 18–59 in St Petersburg, who were inoculated in January 2021, looking at the response of the immune system and the main side effects.  The results analysed virus neutralization against the original variant and showed a slight but statistically significant decrease in the antibody response for the Alpha and Beta strains. Russia's dominant strain is now the Delta variant.  Russia has already said that subsequent research showed Sputnik Light demonstrated 70% effectiveness against the Delta variant three months after injection. read more  ""Sputnik Light might be considered not only for primary vaccination, but also could be useful as an efficient tool for further revaccination or vaccination after previous COVID-19 infection,"" the study said.  Last week, Health Minister Mikhail Murashko said that with the spread of the Delta variant, the ministry recommended the usage of Sputnik Light for re-vaccination only.  The Kremlin later said Sputnik Light was a standalone COVID-19 vaccine read more , but some Russian regions reported that they had begun to administer it only to people with antibodies.  Sputnik Light was approved for clinical use in Russia on May 6 based on the results of trials published in The Lancet and Gamaleya has started an international and placebo-controlled phase III study with 6,000 participants.  ""We believe Sputnik Light vaccine could contribute towards accelerating the pace of vaccination in Russia as well as in other countries that are lacking sufficient vaccine supply,"" the scientists wrote.  Reporting by Polina Nikolskaya Editing by Mark Trevelyan and Peter Graff",https://www.reuters.com/business/healthcare-pharmaceuticals/sputnik-light-produces-strong-level-antibodies-against-covid-19-early-stage-2021-11-03/,https://sputnikvaccine.com/local/templates/sputnik/img/logo_inner_new.svg,Sputnikvaccine
